,recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
2226,HighSchool,2019,,Nahzir Russell,Pennsauken,,RB,70.0,175.0,3,0.8111,Pennsauken,NJ,
2227,HighSchool,2019,,La'Darius Allison,York Comprehensive,,WR,73.0,190.0,3,0.8111,York,SC,
2228,HighSchool,2019,,Myles Wilson,Western,,CB,72.0,175.0,3,0.8111,Fort Lauderdale,FL,
2229,HighSchool,2019,,Josh Eboboko,Charlotte Christian,Yale,RB,71.0,180.0,3,0.8111,Charlotte,NC,
2230,HighSchool,2019,,Murrell Quashie,Millis,Rhode Island,OT,77.0,370.0,3,0.8111,Millis,MA,
2231,HighSchool,2019,,Jimmy Walker,Lutheran North,North Texas,SDE,75.0,255.0,3,0.8107,Houston,TX,
2232,HighSchool,2019,,Jack Bouwmeester,ProKick Australia,Michigan State,P,,,3,0.8107,,,Australia
2233,HighSchool,2019,,Hayden Harris,Eastside Catholic,UCLA,OLB,77.0,225.0,3,0.8106,Sammamish,WA,
2234,HighSchool,2019,,Logan Holgorsen,University,Houston,PRO,72.0,185.0,3,0.8106,Morgantown,WV,
2235,HighSchool,2019,,Zach Daniel,The Kinkaid School,Hawai'i,PRO,72.0,190.0,3,0.8104,Houston,TX,
2236,HighSchool,2019,,David Neil,Westlake,,SDE,74.0,249.0,3,0.8104,Austin,TX,
2237,HighSchool,2019,,Alexx Schmidt,O'Dea,Fresno State,OC,74.0,275.0,3,0.8104,Seattle,WA,
2238,HighSchool,2019,,Jabari Moore,Hoover,Army,CB,72.0,180.0,3,0.8104,Hoover,AL,
2239,HighSchool,2019,,Zakhayas Lee,Oregon City,Portland State,RB,71.0,175.0,3,0.8104,Oregon City,OR,
2240,HighSchool,2019,,Gerard McKnight,Cy Ranch,Stephen F. Austin,OLB,75.0,200.0,3,0.8104,Cypress,TX,
2241,HighSchool,2019,,Dean Clark,Washington,Kent State,S,73.0,185.0,3,0.8104,Massillon,OH,
2242,HighSchool,2019,,Liloa Kapiko,St. Louis,San Diego State,WDE,77.0,230.0,3,0.8104,Honolulu,HI,
2243,HighSchool,2019,,Chance Billington,John Tyler,Louisiana Monroe,OG,75.0,300.0,3,0.8104,Tyler,TX,
2244,HighSchool,2019,,Cole Mabry,West Senior,Army,ILB,74.0,190.0,3,0.8104,Iowa City,IA,
2245,HighSchool,2019,,Jayce Medlock,DeSoto,Connecticut,TE,74.0,206.0,3,0.8104,DeSoto,TX,
2246,HighSchool,2019,,Brandon Berger,Roncalli,Ball State,OLB,76.0,225.0,3,0.8104,Indianapolis,IN,
2247,HighSchool,2019,,Malikhi Miller,El Cerrito,San José State,WR,76.0,185.0,3,0.8104,El Cerrito,CA,
2248,HighSchool,2019,,Micah Buchanan,Sachse,,S,70.0,175.0,3,0.8104,Sachse,TX,
2249,HighSchool,2019,,Glenn Hayes,Arabia Mountain,Kent State,S,73.0,185.0,3,0.8104,Lithonia,GA,
2250,HighSchool,2019,,Travon Killins,Spruce Creek,Hawai'i,CB,72.0,170.0,3,0.8104,Port Orange,FL,
2251,HighSchool,2019,,Robert Boyd,Deerfield Beach,,OT,78.0,300.0,3,0.8104,Deerfield Beach,FL,
2252,HighSchool,2019,,Zach Gibson,Johns Creek,Akron,PRO,75.0,215.0,3,0.8104,Alpharetta,GA,
2253,HighSchool,2019,,Isiah Grant,North Paudling,,ATH,72.0,208.0,3,0.8104,Dallas,GA,
2254,HighSchool,2019,,Matt Salopek,Archbishop Hoban,Miami (OH),S,74.0,200.0,3,0.8104,Akron,OH,
2255,HighSchool,2019,,Devon Fox,Maple Heights,Temple,WR,71.0,175.0,3,0.8104,Cleveland,OH,
2256,HighSchool,2019,,Milton Jackson,Coffee,Georgia Southern,WR,70.0,180.0,3,0.8104,Douglas,GA,
2257,HighSchool,2019,,Jaden Smith,Kennedale,Montana State,WR,77.0,190.0,3,0.8104,Kennedale,TX,
2258,HighSchool,2019,,Jackson Gregory,Westlake,Louisville,OC,75.0,290.0,3,0.8104,Westlake,OH,
2259,HighSchool,2019,,Jalen Wells,Beaumont United,Lamar,CB,72.0,200.0,3,0.8104,Beaumont,TX,
2260,HighSchool,2019,,Christopher Fowx,Archbishop Stepinac,Temple,OT,77.75,300.0,3,0.8104,White Plains,NY,
2261,HighSchool,2019,,Desmond Johnson,Valdosta,Western Kentucky,OLB,71.0,180.0,3,0.8104,Valdosta,GA,
2262,HighSchool,2019,,Avery White,East Central,Southern Mississippi,OLB,76.0,195.0,3,0.8104,Kiln,MS,
2263,HighSchool,2019,,Noah Tumblin,Mira Mesa,San Diego State,DUAL,74.0,175.0,3,0.8104,San Diego,CA,
2264,HighSchool,2019,,Justin Scrempos,Milpitas,San José State,OT,80.0,342.0,3,0.8104,Milpitas,CA,
2265,HighSchool,2019,,Thomas Sio,Bartlett,Oregon State,OC,76.0,330.0,3,0.8104,Elmendorf Afb,AK,
2266,HighSchool,2019,,Steven Fiso,Faga'itua,Hawai'i,ATH,74.0,178.0,3,0.8104,Pago Pago,AS,
2267,HighSchool,2019,,John Thomas,Hillgrove,Mercer,OG,75.0,300.0,3,0.8104,Powder Springs,GA,
2268,HighSchool,2019,,James Tarver,Raines,UCF,ATH,70.5,184.0,3,0.8104,Jacksonville,FL,
2269,HighSchool,2019,,Seth Hayes,Magnolia West,Arkansas State,WR,76.0,195.0,3,0.8104,Magnolia,TX,
2270,HighSchool,2019,,Deante Nelson,Pahokee,Florida Atlantic,ATH,72.0,170.0,3,0.8104,Pahokee,FL,
2271,HighSchool,2019,,Cooper Legas,Orem,Utah State,DUAL,74.0,210.0,3,0.81,Orem,UT,
2272,HighSchool,2019,,George Udo,Berean Christian,BYU,WR,73.0,205.0,3,0.81,Walnut Creek,CA,
2273,HighSchool,2019,,Elijah Chatman,Evangel Christian Academy,SMU,DT,71.0,260.0,3,0.8099,Shreveport,LA,
2274,HighSchool,2019,,Mason Fairchild,Andale,Kansas,TE,77.0,250.0,3,0.8099,Andale,KS,
2275,HighSchool,2019,,Isaiah Velez,Northwestern,Eastern Kentucky,PRO,74.0,180.0,3,0.8098,Miami,FL,
2276,HighSchool,2019,,Blake Gobel,Banks,Eastern Washington,TE,79.0,232.0,3,0.8098,Banks,OR,
2277,HighSchool,2019,,Tyerell Sturges-Cofer,Liberty,,RB,72.0,190.0,3,0.8098,Brentwood,CA,
2278,HighSchool,2019,,Mishael Powell,O'Dea,Washington,CB,73.0,185.0,3,0.8098,Seattle,WA,
2279,HighSchool,2019,,Soli Paleso'o,Fife,Eastern Washington,WDE,76.0,265.0,3,0.8098,Tacoma,WA,
2280,HighSchool,2019,,Corbin Walker,Oliver M. Hazen,Montana,ATH,72.0,180.0,3,0.8098,Renton,WA,
2281,HighSchool,2019,,Darius Morrison,Puyallup,,WR,75.0,175.0,3,0.8098,Puyallup,WA,
2282,HighSchool,2019,,Andrew Pederson,Eastside Catholic,,S,72.0,200.0,3,0.8098,Sammamish,WA,
2283,HighSchool,2019,,Malik Scurlock,Centennial,Air Force,SDE,75.0,280.0,3,0.8098,Corona,CA,
2284,HighSchool,2019,,Joseph Vaughn,Archbishop Mitty,Yale,OLB,75.0,200.0,3,0.8098,San Jose,CA,
2285,HighSchool,2019,,Jonathan Boyd,Capital Christian,Princeton,OT,78.0,280.0,3,0.8098,Sacramento,CA,
2286,HighSchool,2019,,Aidan Maloney,Liberty,Yale,WR,73.0,180.0,3,0.8098,Portland,OR,
2287,HighSchool,2019,,KeJuan Hay,Owasso,,ILB,73.0,225.0,3,0.8098,Owasso,OK,
2288,HighSchool,2019,,Kiland Harrison,Saint Joseph Catholic,Tulane,WR,70.0,165.0,3,0.8098,Madison,MS,
2289,HighSchool,2019,,Keyvaun Eady,Southridge,Portland State,WR,75.0,175.0,3,0.8098,Beaverton,OR,
2290,HighSchool,2019,,Joe Quillin,Jesuit,Air Force,DT,74.0,275.0,3,0.8098,Portland,OR,
2291,HighSchool,2019,,Nate Overholt,Wilsonville,,PRO,76.0,183.0,3,0.8098,Wilsonville,OR,
2292,HighSchool,2019,,Uilisoni Amone,El Cerrito,,DT,72.0,310.0,3,0.8098,El Cerrito,CA,
2293,HighSchool,2019,,Daego Albert,El Cerrito,Northern Arizona,S,73.0,170.0,3,0.8098,El Cerrito,CA,
2294,HighSchool,2019,,Blayden Togiai,Skyridge,,ILB,73.0,220.0,3,0.8098,Lehi,UT,
2295,HighSchool,2019,,Brandon Folau,Alta,,OLB,74.0,220.0,3,0.8098,Sandy,UT,
2296,HighSchool,2019,,Jackson Hawes,Highland,,OLB,76.0,210.0,3,0.8098,Salt Lake City,UT,
2297,HighSchool,2019,,Jayden Clemons,Skyridge,,DUAL,74.0,185.0,3,0.8098,Lehi,UT,
2298,HighSchool,2019,,Quentin Moore,Inglemoor,,TE,77.0,240.0,3,0.8098,Kenmore,WA,
2299,HighSchool,2019,,Nalu Emerson,Kahuku,,S,73.0,190.0,3,0.8098,Kahuku,HI,
2300,HighSchool,2019,,Elijah Manuel,Midwest City,,SDE,76.0,260.0,3,0.8098,Oklahoma City,OK,
2301,HighSchool,2019,,Cam Sanders,Crescent Valley,,TE,76.0,215.0,3,0.8098,Corvallis,OR,
2302,HighSchool,2019,,Daeshawn Wayne,Lakes,Georgetown,ATH,71.0,170.0,3,0.8098,Lakewood,WA,
2303,HighSchool,2019,,Dallas Culpepper,Beech Grove,Illinois State,DT,75.0,250.0,3,0.8098,Beech Grove,IN,
2304,HighSchool,2019,,Ethan Hoover,R Nelson Snider,Indiana State,S,71.0,183.0,3,0.8098,Fort Wayne,IN,
2305,HighSchool,2019,,Christian Nelloms,Atlantic,,WR,74.0,182.0,3,0.8098,Delray Beach,FL,
2306,HighSchool,2019,,Romeo Galasso,St. John Bosco,,SDE,77.0,230.0,3,0.8098,Bellflower,CA,
2307,HighSchool,2019,,William Vehikite,Stellar Prep,San José State,DT,76.0,295.0,3,0.8098,Hayward,CA,
2308,HighSchool,2019,,Tuia Tupuola,Kahuku,,OLB,75.0,230.0,3,0.8098,Kahuku,HI,
2309,HighSchool,2019,,Jahlique Stephens,Arcadia,,WR,68.0,160.0,3,0.8098,Arcadia,CA,
2310,HighSchool,2019,,Jamal Cooney,St. Thomas Aquinas,Dartmouth,WR,68.5,165.0,3,0.8098,Fort Lauderdale,FL,
2311,HighSchool,2019,,Angel Flores,Dos Pueblos Senior,,OG,77.0,340.0,3,0.8098,Goleta,CA,
2312,HighSchool,2019,,Ricky Williams Jr.,Harrison,,OLB,75.0,210.0,3,0.8098,Kennesaw,GA,
2313,HighSchool,2019,,Carson Gerberick,Simi Valley,,SDE,77.0,215.0,3,0.8098,Simi Valley,CA,
2314,HighSchool,2019,,Dillion Davis,Ascension Catholic,,DT,73.0,267.0,3,0.8098,Donaldsonville,LA,
2315,HighSchool,2019,,Anthony Dedrick,Mountain Pointe,,WDE,76.0,235.0,3,0.8098,Phoenix,AZ,
2316,HighSchool,2019,,Christopher Welch,Southern University Lab School,,SDE,75.0,250.0,3,0.8098,Baton Rouge,LA,
2317,HighSchool,2019,,CJ Young,Oak Ridge,,WR,72.0,180.0,3,0.8098,Orlando,FL,
2318,HighSchool,2019,,Da'Ren Zeno,Welsh,,WR,71.0,185.0,3,0.8098,Welsh,LA,
2319,HighSchool,2019,,Chris Green,Lancaster,,WR,75.0,185.0,3,0.8098,Lancaster,TX,
2320,HighSchool,2019,,Kendel Taylor,Bishop Foley,Navy,RB,72.0,200.0,3,0.8098,Madison Heights,MI,
2321,HighSchool,2019,,Akili Butler,Lincoln,,OLB,76.0,210.0,3,0.8098,San Diego,CA,
2322,HighSchool,2019,,Jonathan Mendoza,Westhampton Beach Senior,Yale,OT,79.0,300.0,3,0.8098,Westhampton Beach,NY,
2323,HighSchool,2019,,Kaleo Neves,Timpview,Utah State,OLB,74.0,215.0,3,0.8098,Provo,UT,
2324,HighSchool,2019,,Jack Twyford,Winter Haven Senior,Yale,OT,78.0,270.0,3,0.8098,Winter Haven,FL,
2325,HighSchool,2019,,Kyle Stanback,Newbury Park,,SDE,79.0,250.0,3,0.8098,Newbury Park,CA,
2326,HighSchool,2019,,Sonny Makasini,Timpview,Utah State,OG,75.0,300.0,3,0.8098,Provo,UT,
2327,HighSchool,2019,,Lucas Child,Timpview,,OG,75.0,275.0,3,0.8098,Provo,UT,
2328,HighSchool,2019,,Jordan Medley,A L Brown,Kansas,ATH,75.0,200.0,3,0.8098,Kannapolis,NC,
2329,HighSchool,2019,,Nasir Carter,West Orange,Florida International,ILB,75.0,215.0,3,0.8098,Winter Garden,FL,
2330,HighSchool,2019,,Chamaar Smith,Decatur Central,Northern Illinois,OLB,74.0,210.0,3,0.8094,Indianapolis,IN,
2331,HighSchool,2019,,Elliott Harris Jr.,Joe T. Robinson,,OG,75.0,318.0,3,0.8093,Little Rock,AR,
2332,HighSchool,2019,,Ty Danzy,Westside,Florida International,SDE,77.0,235.0,3,0.8093,Anderson,SC,
2333,HighSchool,2019,,Clayton Coll,Franklin Community,Ball State,OLB,75.0,219.0,3,0.8093,Franklin,IN,
2334,HighSchool,2019,,Tavion Woodard,West Lafayette,Ball State,WDE,77.0,215.0,3,0.8093,West Lafayette,IN,
2335,HighSchool,2019,,Jahmal Sam,Warren Easton,UT San Antonio,S,71.0,180.0,3,0.8093,New Orleans,LA,
2336,HighSchool,2019,,Drew Vest,Searcy,Arkansas,OT,78.0,290.0,3,0.8093,Searcy,AR,
2337,HighSchool,2019,,Blake Thorpe,Las Lomas,UC Davis,WR,75.0,205.0,3,0.8093,Walnut Creek,CA,
2338,HighSchool,2019,,Javon Gantt,Westside,Central Michigan,WR,74.0,207.0,3,0.8093,JACKSONVILLE,FL,
2339,HighSchool,2019,,Garrett Jennings,Elizabethton,Eastern Kentucky,OT,79.0,317.0,3,0.8093,Elizabethton,TN,
2340,HighSchool,2019,,Skyy Moore,Shady Side Academy,Western Michigan,CB,69.0,185.0,3,0.8093,Pittsburgh,PA,
2341,HighSchool,2019,,Daeshawn Davis,Shaw,Iowa State,ATH,73.0,215.0,3,0.8093,Cleveland,OH,
2342,HighSchool,2019,,Chase Triplett,Michigan City,Purdue,OLB,75.0,215.0,3,0.8093,Michigan City,IN,
2343,HighSchool,2019,,Ethan Erickson,Kahuku,BYU,TE,77.0,225.0,3,0.8091,Kahuku,HI,
2344,HighSchool,2019,,Trey Andersen,Lehi,BYU,TE,78.0,240.0,3,0.8091,Lehi,UT,
2345,HighSchool,2019,,Joe Ervin,South Pointe,Kansas State,RB,70.0,190.0,3,0.8089,Rock Hill,SC,
2346,HighSchool,2019,,Adrian Woliver,Stow-Munroe Falls,Toledo,SDE,74.0,220.0,3,0.8087,Stow,OH,
2347,HighSchool,2019,,Cole Mueller,Emil E. Holt Sr.,,RB,72.0,192.0,3,0.8086,Wentzville,MO,
2348,HighSchool,2019,,Edward Saydee,William Penn Charter,Temple,RB,70.5,188.0,3,0.8086,Philadelphia,PA,
2349,HighSchool,2019,,Kurtis Rourke,Holy Trinity,Ohio,PRO,76.0,200.0,3,0.8085,,,Canada
2350,HighSchool,2019,,Prince Okituama,West Side,Kent State,SDE,79.0,235.0,3,0.8083,Newark,NJ,
2351,HighSchool,2019,,Tavian Brown,Demopolis,Colorado State,OLB,74.0,212.0,3,0.8082,Demopolis,AL,
2352,HighSchool,2019,,La'Kamion Franklin,Neville,Louisiana,OLB,73.0,210.0,3,0.8082,Monroe,LA,
2353,HighSchool,2019,,Charlie Ham,Westminster School,Duke,K,74.0,175.0,3,0.8075,Atlanta,GA,
2354,HighSchool,2019,,Elijah Alston,Oscar Smith,Marshall,DT,75.0,250.0,3,0.8073,Chesapeake,VA,
2355,HighSchool,2019,,Gatlin Grisso,Aubrey,Washington State,ATH,73.0,185.0,3,0.8072,Aubrey,TX,
2356,HighSchool,2019,,Jarrett Guest,Kennesaw Mountain,Coastal Carolina,PRO,75.0,172.0,3,0.8072,Acworth,GA,
2357,HighSchool,2019,,Nicholas Sheetz,Greenwood,Washington State,WDE,75.0,253.0,3,0.8072,Greenwood,SC,
2358,HighSchool,2019,,Porter Wilson,Copley,Duke,P,76.0,215.0,3,0.8067,Akron,OH,
2359,HighSchool,2019,,Carter Wheat,Red Mountain,BYU,TE,76.0,225.0,3,0.8065,Mesa,AZ,
2360,HighSchool,2019,,KeSean Brown,Bamberg-Ehrhardt,Appalachian State,OLB,74.0,210.0,3,0.8065,Bamberg,SC,
2361,HighSchool,2019,,Maasai Maynor,St. Peters Prep,Navy,DUAL,72.0,180.0,3,0.8064,Jersey City,NJ,
2362,HighSchool,2019,,Gaudie Campbell,Antioch,,WR,73.0,150.0,3,0.8064,Antioch,CA,
2363,HighSchool,2019,,Justin Gwalchmai,Fort Bend Travis,,ATH,74.0,240.0,3,0.8064,Richmond,TX,
2364,HighSchool,2019,,William Savala,Carter,Grambling,S,72.0,180.0,3,0.8064,Dallas,TX,
2365,HighSchool,2019,,Jaylin Mack,Clay-Chalkville,,CB,71.0,176.0,3,0.8064,Pinson,AL,
2366,HighSchool,2019,,Aaron Hall,Jefferson,,DT,74.0,291.0,3,0.8064,Jefferson,GA,
2367,HighSchool,2019,,Spencer Jones,Vandegrift,Army,ILB,73.0,215.0,3,0.8064,Austin,TX,
2368,HighSchool,2019,,DeAnthony Ball,Carver,Eastern Michigan,WR,72.0,156.0,3,0.8064,Atlanta,GA,
2369,HighSchool,2019,,Xavier Shepherd,Pearl Cohn,Kennesaw State,PRO,72.0,200.0,3,0.8064,Nashville,TN,
2370,HighSchool,2019,,Jake Low,Bishop Sullivan Catholic,,RB,70.0,195.0,3,0.8064,Virginia Beach,VA,
2371,HighSchool,2019,,Jaelin Benefield,Pearland,Eastern Illinois,WR,70.0,165.0,3,0.8064,Pearland,TX,
2372,HighSchool,2019,,Trevon Russell,Mansfield Timberview,Howard,WR,74.0,185.0,3,0.8064,Arlington,TX,
2373,HighSchool,2019,,Treveon Pickens,Jackson-Olin,,OG,73.0,285.0,3,0.8064,Birmingham,AL,
2374,HighSchool,2019,,Deandre Caldwell,Smyrna,,WR,72.0,175.0,3,0.8064,Smyrna,TN,
2375,HighSchool,2019,,Cameron Baker,Germantown,Memphis,WR,74.0,170.0,3,0.8064,Germantown,TN,
2376,HighSchool,2019,,Ja'Corey Benjamin,Alief Hastings,Texas Southern,CB,71.0,165.0,3,0.8064,Houston,TX,
2377,HighSchool,2019,,Jaret Porterfield,Pearland,Stephen F. Austin,OG,76.0,306.0,3,0.8064,Pearland,TX,
2378,HighSchool,2019,,Jevon Leon,Alief Hastings,Sam Houston State,SDE,75.0,250.0,3,0.8064,Houston,TX,
2379,HighSchool,2019,,Luke Gibson,Clark,Princeton,WDE,78.0,220.0,3,0.8064,San Antonio,TX,
2380,HighSchool,2019,,Boomer Irvin,Kemp,,ILB,73.0,215.0,3,0.8064,Kemp,TX,
2381,HighSchool,2019,,Jared Laughlin,Hamburg,Arkansas-Pine Bluff,OG,77.0,315.0,3,0.8064,Hamburg,AR,
2382,HighSchool,2019,,Dezman Cooper,Reynoldsburg,Ohio,OLB,74.0,215.0,3,0.8064,Reynoldsburg,OH,
2383,HighSchool,2019,,Cheriff Jamison,Cardinal Mooney,,WDE,76.0,235.0,3,0.8064,Youngstown,OH,
2384,HighSchool,2019,,Jonah Brewster,Prestonwood Christian,Louisiana Tech,OT,79.0,280.0,3,0.806,Plano,TX,
2385,HighSchool,2019,,Ryan Fitzgerald,Colquitt County,Florida State,K,72.0,185.0,3,0.8054,Moultrie,GA,
2386,HighSchool,2019,,Dorian Williams,Indian Land,Tulane,OLB,74.0,195.0,3,0.8054,Fort Mill,SC,
2387,HighSchool,2019,,Levelle Bailey,Luther Burbank,Fresno State,ATH,75.0,190.0,3,0.8054,Sacramento,CA,
2388,HighSchool,2019,,Hunter Henry,Lake Travis,Rice,S,73.0,201.0,3,0.8054,Austin,TX,
2389,HighSchool,2019,,Dylan Fromm,Warner Robins,Mercer,PRO,72.0,200.0,3,0.8054,Warner Robins,GA,
2390,HighSchool,2019,,Deon Fountain,Brooks County,Coastal Carolina,WR,71.0,165.0,3,0.8054,Quitman,GA,
2391,HighSchool,2019,,William Racely,Flushing,Eastern Michigan,OG,76.0,295.0,3,0.8054,Flushing,MI,
2392,HighSchool,2019,,Rhett Williams,Carmel,Miami (OH),TE,79.0,221.0,3,0.8054,Carmel,IN,
2393,HighSchool,2019,,Evan Henry,DeSoto,Louisiana Monroe,OG,75.0,315.0,3,0.8054,DeSoto,TX,
2394,HighSchool,2019,,Brock Higdon,Pelham,South Alabama,SDE,78.0,225.0,3,0.8054,Pelham,AL,
2395,HighSchool,2019,,Isaiah McKissic,Beauregard,Alcorn State,WR,75.0,190.0,3,0.8054,Opelika,AL,
2396,HighSchool,2019,,Kyle Kelly,Newport Central Catholic,Ohio,OLB,74.0,200.0,3,0.8053,Newport,KY,
2397,HighSchool,2019,,Joey Carroll,St Francis De Sales,Bowling Green,TE,77.0,230.0,3,0.8053,Toledo,OH,
2398,HighSchool,2019,,Alex Merritt,Archbishop Moeller,Eastern Michigan,OG,75.0,260.0,3,0.8053,Cincinnati,OH,
2399,HighSchool,2019,,Christian Hood,Marshall,Houston Baptist,OC,74.0,290.0,3,0.8053,Marshall,TX,
2400,HighSchool,2019,,Tekoy Randolph,Oakland,,SDE,76.0,240.0,3,0.8053,Murfreesboro,TN,
2401,HighSchool,2019,,Travares Springer,Maplewood,Western Kentucky,CB,73.0,185.0,3,0.8053,Nashville,TN,
2402,HighSchool,2019,,David Reynolds,Ensworth,,WDE,77.0,245.0,3,0.8053,Nashville,TN,
2403,HighSchool,2019,,Myles Martin,Vista Murrieta,Fresno State,CB,70.0,160.0,3,0.8053,Murrieta,CA,
2404,HighSchool,2019,,Carson Pharris,Reagan,New Mexico State,OT,78.0,305.0,3,0.8053,San Antonio,TX,
2405,HighSchool,2019,,Kevin Penn,Austin,UAB,DT,75.0,305.0,3,0.8053,Decatur,AL,
2406,HighSchool,2019,,Daron Finkley,Myrtle Beach,,WR,72.0,170.0,3,0.8053,Myrtle Beach,SC,
2407,HighSchool,2019,,Cassan Dixon,I. C. Norcom,,CB,72.0,170.0,3,0.8053,Portsmouth,VA,
2408,HighSchool,2019,,Calvin Hill,Sterling,Texas State,RB,66.5,164.0,3,0.8053,Baytown,TX,
2409,HighSchool,2019,,Tyler Smith,North Crowley,Tulsa,OG,76.0,312.0,3,0.8053,Fort Worth,TX,
2410,HighSchool,2019,,Mark Lee,Northland,Eastern Michigan,CB,73.0,170.0,3,0.8053,Columbus,OH,
2411,HighSchool,2019,,Ja'Braylon Spencer,New Iberia,Louisiana,OLB,75.0,200.0,3,0.8053,New Iberia,LA,
2412,HighSchool,2019,,Austin Jones,McDonogh 35,Memphis,CB,69.0,150.0,3,0.8053,New Orleans,LA,
2413,HighSchool,2019,,Peyton Sobosle,College Park,,TE,76.0,220.0,3,0.8053,The Woodlands,TX,
2414,HighSchool,2019,,Malik Caper,Faith Christian,Liberty,ILB,73.0,225.0,3,0.8053,Grapevine,TX,
2415,HighSchool,2019,,Jason Simmons,Lancaster,New Mexico State,S,71.0,180.0,3,0.8053,Lancaster,TX,
2416,HighSchool,2019,,Kendrick Brown,Meridian,Southern Mississippi,WR,74.0,195.0,3,0.8053,Meridian,MS,
2417,HighSchool,2019,,Jeremiah Burton,Westerville North,Ohio,DT,74.0,285.0,3,0.8053,Westerville,OH,
2418,HighSchool,2019,,Devontez Walker,West Charlotte,,WR,75.0,175.0,3,0.8053,Charlotte,NC,
2419,HighSchool,2019,,Dayton Wade,Lovejoy,Western Kentucky,ATH,72.0,172.0,3,0.8053,Hampton,GA,
2420,HighSchool,2019,,Kamron Love,Santa Fe,Navy,CB,72.0,170.0,3,0.8053,Edmond,OK,
2421,HighSchool,2019,,Mark Aitken,Kenwood Academy,Northern Illinois,CB,68.0,170.0,3,0.8053,Chicago,IL,
2422,HighSchool,2019,,Java'n Singletary,Hawkinsville,Georgia Southern,ATH,72.0,185.0,3,0.8053,Hawkinsville,GA,
2423,HighSchool,2019,,Kyle Trombley,Yorba Linda,San Diego State,OG,76.0,260.0,3,0.8053,Yorba Linda,CA,
2424,HighSchool,2019,,Cletus Mathurin,Cheshire Academy,UMass,DT,74.0,290.0,3,0.8053,Hartford,CT,
2425,HighSchool,2019,,Spencer Witter,Choate Rosemary Hall,,TE,77.0,225.0,3,0.8053,West Hartford,CT,
2426,HighSchool,2019,,Dawan Martin,East,Bowling Green,SDE,77.0,245.0,3,0.8053,Youngstown,OH,
2427,HighSchool,2019,,Malik Dixon,Wekiva,Connecticut,ATH,72.0,178.0,3,0.8053,Apopka,FL,
2428,HighSchool,2019,,Nouredin Nouili,Norris,Colorado State,OG,76.0,283.0,3,0.8053,Firth,NE,
2429,HighSchool,2019,,James Stagg,Desert Vista,Princeton,TE,76.5,245.0,3,0.8053,Phoenix,AZ,
2430,HighSchool,2019,,Alec Trujillo,San Joaquin Memorial,San José State,PRO,72.0,175.0,3,0.8052,Fresno,CA,
2431,HighSchool,2019,,Luke Smith,Friendship Christian,Appalachian State,DT,73.0,290.0,3,0.8051,Lebanon,TN,
2432,HighSchool,2019,,Chris Cassidy,Angleton,North Texas,OT,76.0,275.0,3,0.8051,Angleton,TX,
2433,HighSchool,2019,,Khalen Leonard,Texas Preparatory Academy,Southern Mississippi,CB,75.0,175.0,3,0.8051,Alvin,TX,
2434,HighSchool,2019,,Roninn Wright,Camden County,Middle Tennessee,OLB,74.0,210.0,3,0.8051,Kingsland,GA,
2435,HighSchool,2019,,Garin Boniol,Starkville,Louisiana Tech,K,72.0,170.0,3,0.8046,Starkville,MS,
2436,HighSchool,2019,,David Clayton,Grapevine,Arkansas State,WR,72.0,170.0,3,0.8044,Grapevine,TX,
2437,HighSchool,2019,,Zac Welch,Oak Ridge,Nevada,OC,76.0,293.0,3,0.8043,El Dorado Hills,CA,
2438,HighSchool,2019,,Darius Bowers,Fayetteville,Central Arkansas,DUAL,73.0,180.0,3,0.8043,Fayetteville,AR,
2439,HighSchool,2019,,Adi Anderson,McClymonds,San José State,RB,71.0,195.0,3,0.8043,Oakland,CA,
2440,HighSchool,2019,,Simon Samarzich,Upland,Washington State,LS,72.0,200.0,3,0.8043,Upland,CA,
2441,HighSchool,2019,,Addison West,Cary-Grove Community,Western Michigan,OG,76.0,270.0,3,0.8043,Cary,IL,
2442,HighSchool,2019,,Christian Robinson,Southwood,,OG,76.0,335.0,3,0.8043,Shreveport,LA,
2443,HighSchool,2019,,Avery Carrington,Chandler,Nevada,S,75.0,190.0,3,0.8043,Chandler,AZ,
2444,HighSchool,2019,,Casey Clanton,Central,Ohio,TE,76.0,230.0,3,0.8043,Phoenix,AZ,
2445,HighSchool,2019,,Jeff Woods,Trinity Christian School,Connecticut,OT,78.0,260.0,3,0.8043,Fayetteville,NC,
2446,HighSchool,2019,,Caleb Roberson,Cardinal Ritter College Prep,Wyoming,CB,71.0,175.0,3,0.8043,Saint Louis,MO,
2447,HighSchool,2019,,Jaquez Pennimon,Southwest,Georgia State,CB,73.0,180.0,3,0.8043,Macon,GA,
2448,HighSchool,2019,,Cole Birdow,St. Frances Academy,Old Dominion,DT,76.0,315.0,3,0.8043,Baltimore,MD,
2449,HighSchool,2019,,Javon Ivory,Clarke County,Memphis,WR,74.0,190.0,3,0.8038,Grove Hill,AL,
2450,HighSchool,2019,,Dane Motley,Alpharetta,Arkansas State,OLB,72.0,193.0,3,0.8038,Alpharetta,GA,
2451,HighSchool,2019,,Cole Motes,Thatcher,Utah State,TE,78.0,230.0,3,0.8033,Thatcher,AZ,
2452,HighSchool,2019,,Hunter Jones,St. Mary's,Rice,OG,75.0,270.0,3,0.8032,Stockton,CA,
